timestamp,outdoor_temp_c,outdoor_humidity_percent,wind_speed_kmh
2026-01-01 00:00:00,23.618101782710436,79.95462372816596,2.826907538697723
2026-01-01 01:00:00,32.260714596148745,43.17590398668348,10.501674105090368
2026-01-01 02:00:00,28.979909127171076,37.96921796501727,10.650161945761704
2026-01-01 03:00:00,26.979877262955547,56.919901815265966,12.198878423971305
2026-01-01 04:00:00,20.34027960663655,84.21077497608303,13.617461339562585
2026-01-01 05:00:00,20.33991780504304,43.31303993313252,17.613633271400552
2026-01-01 06:00:00,18.871254182522993,66.96745510732332,10.260805572819125
2026-01-01 07:00:00,30.99264218662403,71.88907884307946,7.167303567059935
2026-01-01 08:00:00,27.01672517614813,43.07006491958198,14.722979116299259
2026-01-01 09:00:00,28.621088666940683,70.05189917365227,6.3333160201931875
2026-01-01 10:00:00,18.308767414437035,50.22807229955893,9.023542731290178
2026-01-01 11:00:00,32.54864778242992,64.77682068264687,3.2553021014762553
2026-01-01 12:00:00,30.48663961200633,64.84413409184921,2.40561189464732
2026-01-01 13:00:00,21.185086660174143,59.46760762411172,17.4023746348468
2026-01-01 14:00:00,20.727374508106507,34.965937352992455,15.375681928195293
2026-01-01 15:00:00,20.751067647801506,75.94163725740809,13.135587297499168
2026-01-01 16:00:00,22.563633644393065,47.642903573445466,8.543247110628318
2026-01-01 17:00:00,25.871346474483566,40.258518071991986,4.772709121133532
2026-01-01 18:00:00,24.479175279631736,32.242632785512015,4.502992682737377
2026-01-01 19:00:00,22.368437102970628,62.4991118753533,6.003886370633525
2026-01-01 20:00:00,27.17779342083569,67.26603990132554,10.787626635297928
2026-01-01 21:00:00,20.092407909780626,30.912330591032088,13.433534763200997
2026-01-01 22:00:00,22.382169728028273,58.165118206460455,12.5631580274837
2026-01-01 23:00:00,23.495427649405375,42.45726763588659,6.478942351135085
2026-01-02 00:00:00,24.84104976325554,65.48450347251975,17.277844490611105
2026-01-02 01:00:00,29.777639420895206,39.59015359527453,13.806350667132296
2026-01-02 02:00:00,20.995106732375397,68.00157559563563,10.869664840182411
2026-01-02 03:00:00,25.713516576204174,51.27044404652956,11.787531939749636
2026-01-02 04:00:00,26.886218532930638,81.5201493805204,8.713600998844639
2026-01-02 05:00:00,18.696756190799967,37.56365192802963,5.963695832018519
2026-01-02 06:00:00,27.113172778521573,48.758649307764216,7.695562858420185
2026-01-02 07:00:00,20.557861855309373,36.2410436682324,14.125537767429906
2026-01-02 08:00:00,18.97577389477919,80.85814900532095,2.230295818076094
2026-01-02 09:00:00,32.2332830588,78.25366443595397,3.8571622481106598
2026-01-02 10:00:00,32.484480496118394,44.18678952433356,2.736042272348044
2026-01-02 11:00:00,30.125960221746915,66.29912253187985,2.651660837103522
2026-01-02 12:00:00,22.56920653760056,74.94722101106687,15.687369344176116
2026-01-02 13:00:00,19.46508171009576,60.53604463797043,13.258525750080379
2026-01-02 14:00:00,28.263495397682355,59.130781809580355,9.586781265397203
2026-01-02 15:00:00,24.60228740609402,43.30187599952484,3.5653465704160237
2026-01-02 16:00:00,19.83057352267168,35.120652229324456,9.865854001869318
2026-01-02 17:00:00,25.427653651669054,79.34686668743296,9.575548332489051
2026-01-02 18:00:00,18.515827816728276,79.52299314398317,4.771229918560243
2026-01-02 19:00:00,31.63980603118173,64.82058015002974,8.941626387807569
2026-01-02 20:00:00,21.881699724000253,48.64663850767854,8.376075750357975
2026-01-02 21:00:00,27.937834265309732,49.20652660369635,11.853601568835463
2026-01-02 22:00:00,22.675666141341164,69.92756233786316,12.1614984138823
2026-01-02 23:00:00,25.801020317667163,79.34106429739174,2.7248641563527123
2026-01-03 00:00:00,26.200654190149194,78.78975333458145,7.9938018340235395
2026-01-03 01:00:00,20.772816832882906,72.89315502216931,12.013758651427782
2026-01-03 02:00:00,32.54376941646838,65.31174053848582,10.050180137281403
2026-01-03 03:00:00,29.626992350416717,34.62769807472769,15.703837459013156
2026-01-03 04:00:00,32.09248412346284,38.88957927520376,12.53909810590312
2026-01-03 05:00:00,31.422410256414732,79.42048036898936,4.606950833302875
2026-01-03 06:00:00,26.968499682166275,63.35359828127745,3.1290999584068775
2026-01-03 07:00:00,31.82811352534675,30.50583783891463,12.27870845130105
2026-01-03 08:00:00,19.327387530778793,35.58093485763177,2.424180968665949
2026-01-03 09:00:00,20.93974293628718,66.49259730094306,11.372409300375413
2026-01-03 10:00:00,18.67840933365807,30.278387111542028,17.04368386279932
2026-01-03 11:00:00,22.879954961448966,38.844442827962425,11.207586846014063
2026-01-03 12:00:00,23.83015934534223,60.18035841516223,8.21071881930435
2026-01-03 13:00:00,22.07023547660844,68.05423587309812,12.29261149507765
